Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model
Jivial Industries Limited,section title “History and Corporate Structure” on page no. 165 of this Draft Prospectus.,significant customers or the inability to procure new orders on a regular basis or at all may have an adverse effect on,www.bigshareonline.com; www.corporatemakers.in; www.jivialrailings.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,significant customers or the inability to procure new orders on a regular basis or at all may have an adverse effect on,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
Jiya Eco India Limited,"Bhavnagar – 364313, Gujarat",unspecified_see_drhp,www.bigshareonline.com; www.hemsecurities.com; www.jiyaecoindia.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Akanksha Akhilesh Srivastava; Mr. Bhavesh Jivrajbhai Kakadiya; Mr. Yogeshkumar Chimanlal Patel THE ISSUE INITIAL; Mr. Yogeshkumar Chimanlal Patel. For; Mrs. Hetalben Bhaveshbhai Kakadiya; Mr. Vipulbhai S. Vora. Mrs. Rita Vora; Mr. Jivrajbhai Gopalbhai Kakadiya. Issue Relat; Mr. Jivrajbhai Gopalbhai Kakadiya. Issue Related Terms,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only
JJ PV SOLAR LIMITED,"Our Company in consultation with the BRLM, may, consider closing the Bid/Issue Period for QIBs one Working Day prior to the Bid/Issue Closing Date in accordance with the SEBI ICDR Regulations.",unspecified_see_drhp,www.jjpvsolar; www.jjpvsolar.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
JKV SOLUTIONS LIMITED,"9th Floor - 903, B - Square, Near Neptune House, Iscon Ambli Brts Road, Ahmedabad - 380058, Gujarat, India",unspecified_see_drhp,www.aftertrade.in; www.bigshareonline.com; www.jkvsolutions.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only
Jungle Camps India Limited,"Jungle Resorts Private Limited” and “Jungle Camps Private Limited”, the same are required to be updated/ changed with various government/semi government authorities and various organizations.",unspecified_see_drhp,www.junglecampsindia.com; www.khambattasecurities.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Parul Shekhawat; Mr. Chandan Mishra; Ms. Nisha Shaw SEBI Registration No; Mr. Anuj Rana Website,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Justo Realfintech Limited,"El Tara Building, Powai, Off",unspecified_see_drhp,www.justo.co.in; www.purvashare.com; www.vivro.net,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only
K K Silk Mills Limited,Corporate Structure” beginning on page no,unspecified_see_drhp,www.axialcapital.in; www.kksilkmills.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Saachi Rajesh Madnani PROMOTERS OF; Mr. Ashish Roongta CIN; Ms. Shanti Gopalkrishnan Email Id; Mrs. Asha Manish Shah; Ms. Saachi Rajesh Madnani; Ms. Saachi Rajesh Madnani Membership No,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
K. V. TOYS INDIA LIMITED,LOCATED) AT LEAST TWO WORKING DAYS PRIOR TO THE BID/ISSUE OPENING DATE WITH THE RELEVANT FINANCIAL RATIOS CALCULATED AT THE FLOOR PRICE AND THE CAP PRICE AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE LIMITED (“BSE”) FOR THE PURPOSES OF UPLOADING ON ITS,unspecified_see_drhp,https://kvtoys.com/; www.gyrcapitaladvisors.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Ms. Namita Narang,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Kaneri Agro Industries Limited,"Lodariyal, Bavla Sanand Road, Ahmedabad-382220",unspecified_see_drhp,www.beelinebroking.com; www.kaneriagro.in; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Asha Rameshwarlal Jain; Mr. Ritesh Kaushikbhai Patel; Mr. Nilesh Kaushikbhai Patel; Mrs. Palak Ritesh Patel Promoters Group Companies; Mr. Nileshkumar Kaushikbhai Patel; Mrs. Palak Ritesh Patel. For; Mrs. Palak Ritesh Patel; Mrs. Nidhi Nileshkumar Patel; Mrs. Indiraben Kaushikbhai Patel; Mr. Kaushikkumar Bhogilal Patel,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only
Kanone Technologies Limited,"B4(1) 46/2678, Kaniyapilly Road, Chakkaraparambu Vennala P.O Ernakulam, Vennala, Ernakulam, Ernakulam, Kerala, India, 682028",unspecified_see_drhp,www.cameoindia.com; www.ftfinsec.com; www.kanone.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mrs. Sweety Jhunjhunwala Company Secretary; Mr. Faizal Bavaraparambil Abdul Khader; Mrs. Sruthi Muhammed Ali; Mr. Anaz Abdul Khader Bavaraparambil; Mrs. Sweety Jhunjhunwala; Mr. Vivek Vilas Joshi; Mr. Adarsh Punnakkattu Vinu,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only
KASLIWAL PROJECTS LIMITED,wide circulation,unspecified_see_drhp,https://kasliwalprojects.com/; www.corpwis.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Padam Kumar Jain; Mr. Nitish Padam Jain; Mrs. Jyoti Jain; Mrs. Poonam Anish Jain; Mrs. Mina Devi Jain; Mr. Anish Padam Jain,capacity expansion; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capacity_expansion|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Katex Exim Limited,OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE 55/Ashra Ind,unspecified_see_drhp,www.bigshareonline.com; www.nirbhaycapital.com; www.thekatex.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Sajal Rakesh Bansal,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Kheria Autocomp Ltd,Gurugram,Manufacturing / Industrial,kheriaautocomp.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Auto Components),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Kiaasa Retail Limited,further details of our Company see “General Information” and “History and Certain Corporate Matters” beginning on page 70 and 182 respectively of this Draft Red Herring Prospectus,unspecified_see_drhp,www.kiaasa.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Kanishka Singhal Company Secretary; Ms. Kanishka Singhal; Mr. Om Prakash; Mr. Amit Chauhan,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Kizi Apparels Limited,"dated August 09, 2023. The Corporate Identification Number of our Company is U14109RJ2023PLC086522.",unspecified_see_drhp,www.bigshareonline.com; www.ifinservices.in; www.kiziapparels.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Kiran Nathani; Mr. Pradip Sandhir SEBI Reg. No; Mr. Asif Sayyed SEBI Reg. No; Mr. Abhishek Nathani,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U14109RJ2023PLC086522,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Knowledge Marine & Engineering Works Limited,"Limited Company pursuant to the special resolution passed by the shareholders at the Extra-Ordinary General Meeting of our Company held on January 23, 2020 and consequent upon conversion the name of our Company was changed to “Knowledge Marine & Engineering Works Limited” vide a ...",unspecified_see_drhp,www.hemsecurities.com; www.kmew.in; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sonali Chetan Gor; Mr. Saurabh M. Daswani; Mrs. Kanak S. Kewalramani THE ISSUE INITIAL; Mr. Saurabh M. Daswani Materiality Policy; Mrs. Kanak S. Kewalramani; Mr. Pinkesh Kewalramani; Mr. Saurabh Daswani Stakeholders Relationship Committee,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Koura Fine Diamond Jewelry Limited,"304, Iscon Emporio, B/S Star India Bazar Near Jodhpur Cross Road, Satellite, Ahmedabad-380015, Gujarat, India.","which one can evaluate our business, future prospects and viability.",www.gyrcapitaladvisors.com; www.kfintech.com; www.kouradiamondjewelry.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Kamlesh Keshavlal Lodhiya,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"which one can evaluate our business, future prospects and viability.",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only
KRM Ayurveda Ltd,Kerala,Manufacturing / Industrial,krmayurveda.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Healthcare/Ayurveda),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Krupalu Metals Limited,to section titled “Our History and Certain Corporate Matters” beginning on page no 138 of the Draft Prospectus.,Media / Entertainment,www.krupalumetals.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. S. Ramakrishna Iyengar CAMEO CORPORATE SERVICES; Ms. K. Sreepriya ISSUE PROGRAMME ISSUE OPENS; Mr. S. Ramakrishna Iyengar SEBI Registration No,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,"relationships with us due to a change in preference or any other reason on immediate basis, which could materially and adversely impact",iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only
KVS Castings Limited,INTELLECTUAL PROPERTY RIGHTS,unspecified_see_drhp,https://kvscastings.com/; www.narnolia.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Arpan Jindal,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
L. T. Elevator Limited,"Centre. For details of change in Registered Office of our Company, please refer to the chapter titled “History and Certain Corporate Matters” on page 144 of the Draft Red Herring Prospectus.",unspecified_see_drhp,www.cameoindia.com; www.horizonmanagement.in; www.ltelevator.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. K. Sreepriya ISSUE OPENS ON ISSUE,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only
Larisa Hotels and Resorts Limited,"Centre issued a new certificate of incorporation consequent upon conversion dated October 08, 2024, bearing",unspecified_see_drhp,https://larisahotelsandresorts.co; https://larisahotelsandresorts.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
Leapfrog Engineering Services Limited,"company, please refer to section titled “",unspecified_see_drhp,www.lesgroup.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sneha Hegde; Mr. Prabhav Narasimha Rao; Mrs. Priyashaila Prabhav Rao ADDENDUM TO; Mr. S. Ramakrishna Iyengar INTEGRATED REGISTRY MANAGEMENT; Mr. Suresh Bohra Telephone,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Leo Dryfruits & Spices Trading Limited,"Office Contact Person Email and Telephone Website A 812, MIDC Khairane, Thane Belapur Rd, TTC Industrial Area, Koperkhairane, Thane, Maharashtra-400705, India N.A. Ms. Pratibha Kumari Bharadia Company Secretary and Compliance Officer Email: info@leodryfruitsandspices.com",unspecified_see_drhp,www.leodryfruitsandspices.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Pratibha Kumari Bharadia Company Secretary; Ms. Tanya Goyal E-mail; Ms. Pratibha Kumari Bharadia; Mr. Kaushik Sobhagchand Shah. MOA; Mr. Parth Ashish Mehta. NRIs; Mr. Kaushik Sobhagchand Shah; Mr. Ketan Sobhagchand Shah; Mr. Parth Ashish Mehta. For; Mr. Ashish Jaswantrai Mehta; Mr. Parth Ashish Mehta. Stakeholders Relationship Committee,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only
Liqvd Digital India Limited,"AT LEAST TW O WORKING DAYS PRIOR TO THE BID/ OFFER OPENING DATE AND SHALL BE MADE AVAILABLE TO THE SME PLATFORM OF BSE (“BSE SME”) FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITE, IN ACCORDANCE WITH THE SEBI ICDR REGULATIONS.",unspecified_see_drhp,https://liqvd.asia/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
